defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF000214,2023-11-28,EQ0034,Bulldozer,Hydraulic Leak,Critical,Material,Substandard Material,14012.43,38.5,In-Process,Closed
DEF000215,2022-03-01,EQ0006,Dump Truck,Paint Finish,Major,Method,Process Not Followed,6475.61,4.58,In-Process,Closed
DEF000216,2023-01-13,EQ0005,Loader,Dimensional Variance,Minor,Environment,Humidity,720.54,0.88,Customer,Closed
DEF000217,2023-12-12,EQ0032,Grader,Weld Defect,Major,Machine,Tool Wear,5863.55,8.75,In-Process,Open
DEF000218,2022-11-08,EQ0044,Loader,Paint Finish,Minor,Method,Inadequate Work Instruction,1636.75,2.0,Customer,Closed
DEF000219,2023-09-29,EQ0001,Grader,Paint Finish,Minor,Man,Operator Error,1303.89,1.87,In-Process,In Progress
DEF000220,2022-07-24,EQ0047,Grader,Weld Defect,Minor,Material,Wrong Specification,1733.22,3.35,Customer,Closed
DEF000221,2024-03-06,EQ0021,Excavator,Calibration Error,Critical,Man,Insufficient Training,23088.75,25.18,Customer,Closed
DEF000222,2024-03-22,EQ0049,Excavator,Hydraulic Leak,Major,Man,Operator Error,4911.81,3.96,Customer,Closed
DEF000223,2024-01-04,EQ0045,Crane,Paint Finish,Minor,Method,Incorrect Procedure,224.52,3.31,Customer,Closed
DEF000224,2023-06-23,EQ0045,Crane,Surface Scratch,Minor,Man,Operator Error,964.98,1.02,In-Process,Open
DEF000225,2024-12-18,EQ0015,Bulldozer,Paint Finish,Minor,Method,Process Not Followed,1792.1,1.7,Customer,Closed
DEF000226,2024-03-01,EQ0039,Bulldozer,Bolt Torque,Minor,Environment,Temperature Variation,1030.17,1.73,Final Inspection,In Progress
DEF000227,2024-11-18,EQ0021,Excavator,Weld Defect,Major,Machine,Equipment Malfunction,5702.24,8.95,Final Inspection,In Progress
DEF000228,2024-01-12,EQ0009,Dump Truck,Dimensional Variance,Minor,Method,Process Not Followed,683.04,0.61,Final Inspection,Closed
DEF000229,2024-01-23,EQ0020,Crane,Paint Finish,Minor,Man,Operator Error,1531.58,3.54,In-Process,Open
DEF000230,2022-11-12,EQ0014,Bulldozer,Material Defect,Minor,Environment,Vibration,713.84,2.38,Final Inspection,Closed
DEF000231,2022-06-23,EQ0025,Excavator,Hydraulic Leak,Minor,Environment,Humidity,916.66,1.22,Customer,Closed
DEF000232,2022-12-07,EQ0028,Crane,Hydraulic Leak,Critical,Method,Inadequate Work Instruction,22352.2,25.76,In-Process,Open
DEF000233,2024-08-30,EQ0044,Loader,Paint Finish,Critical,Man,Fatigue,15858.04,33.64,Final Inspection,Open
DEF000234,2022-03-27,EQ0026,Grader,Paint Finish,Minor,Machine,Calibration Drift,549.85,1.85,Customer,Closed
DEF000235,2024-10-27,EQ0038,Loader,Surface Scratch,Major,Machine,Calibration Drift,7256.56,5.31,In-Process,Open
DEF000236,2022-08-01,EQ0018,Grader,Hydraulic Leak,Minor,Material,Wrong Specification,913.41,2.16,In-Process,Closed
DEF000237,2023-12-09,EQ0012,Dump Truck,Seal Failure,Major,Material,Material Contamination,2780.75,8.7,Final Inspection,Closed
DEF000238,2022-04-20,EQ0045,Crane,Surface Scratch,Major,Man,Insufficient Training,4745.56,5.62,Customer,Closed
DEF000239,2023-03-22,EQ0030,Loader,Hydraulic Leak,Minor,Environment,Vibration,392.88,2.75,Customer,In Progress
DEF000240,2023-05-09,EQ0006,Dump Truck,Electrical Fault,Critical,Measurement,Calibration Issue,15732.62,38.73,Final Inspection,Closed
DEF000241,2024-03-01,EQ0033,Grader,Surface Scratch,Minor,Measurement,Gauge Error,966.05,2.55,Customer,Closed
DEF000242,2022-05-05,EQ0050,Loader,Paint Finish,Minor,Method,Incorrect Procedure,1066.23,2.96,Final Inspection,Closed
DEF000243,2022-10-09,EQ0004,Excavator,Paint Finish,Major,Measurement,Calibration Issue,6671.57,10.62,Customer,Closed
DEF000244,2023-06-02,EQ0018,Grader,Weld Defect,Major,Machine,Equipment Malfunction,2426.15,7.57,Final Inspection,Open
DEF000245,2024-12-03,EQ0009,Dump Truck,Weld Defect,Minor,Environment,Vibration,385.77,3.92,Customer,Closed
DEF000246,2022-03-03,EQ0035,Loader,Paint Finish,Minor,Machine,Equipment Malfunction,1898.66,2.48,Customer,Open
DEF000247,2023-03-11,EQ0044,Loader,Weld Defect,Major,Machine,Tool Wear,6713.5,2.15,In-Process,Open
DEF000248,2022-05-10,EQ0034,Bulldozer,Electrical Fault,Major,Man,Fatigue,4037.79,3.15,Customer,Closed
DEF000249,2024-09-11,EQ0043,Excavator,Electrical Fault,Critical,Machine,Calibration Drift,15954.82,34.17,Final Inspection,Open
DEF000250,2023-08-15,EQ0035,Loader,Weld Defect,Minor,Material,Wrong Specification,1815.93,1.51,In-Process,Closed
DEF000251,2022-06-24,EQ0019,Loader,Hydraulic Leak,Minor,Measurement,Calibration Issue,1615.1,1.47,In-Process,Open
DEF000252,2023-10-07,EQ0017,Loader,Paint Finish,Minor,Man,Operator Error,1259.66,3.41,In-Process,Open
DEF000253,2022-02-04,EQ0008,Excavator,Hydraulic Leak,Minor,Material,Material Contamination,1848.8,0.51,Customer,Closed
DEF000254,2024-02-16,EQ0037,Dump Truck,Paint Finish,Major,Method,Process Not Followed,1136.82,8.89,Customer,Closed
DEF000255,2024-05-14,EQ0005,Loader,Paint Finish,Major,Material,Material Contamination,7334.91,5.93,In-Process,Closed
DEF000256,2022-07-04,EQ0011,Bulldozer,Electrical Fault,Minor,Man,Insufficient Training,1896.67,3.95,Customer,In Progress
DEF000257,2022-07-25,EQ0033,Grader,Paint Finish,Minor,Measurement,Wrong Instrument,1849.35,1.44,In-Process,Closed
DEF000258,2022-01-31,EQ0043,Excavator,Paint Finish,Minor,Machine,Calibration Drift,550.37,1.97,Customer,Open
DEF000259,2024-02-13,EQ0035,Loader,Hydraulic Leak,Minor,Measurement,Wrong Instrument,1319.29,1.06,In-Process,Closed
DEF000260,2023-04-25,EQ0006,Dump Truck,Hydraulic Leak,Minor,Man,Insufficient Training,1136.07,2.72,Customer,Closed
DEF000261,2024-09-20,EQ0013,Grader,Dimensional Variance,Major,Method,Incorrect Procedure,1214.44,10.03,Final Inspection,Closed
DEF000262,2022-06-08,EQ0013,Grader,Hydraulic Leak,Minor,Machine,Tool Wear,242.07,2.58,In-Process,Open
DEF000263,2024-06-02,EQ0005,Loader,Bolt Torque,Minor,Environment,Vibration,845.31,3.47,Customer,Closed
DEF000264,2023-01-18,EQ0034,Bulldozer,Paint Finish,Minor,Measurement,Wrong Instrument,341.59,3.49,In-Process,Open
DEF000265,2024-08-02,EQ0029,Bulldozer,Paint Finish,Minor,Method,Process Not Followed,1948.73,0.91,Final Inspection,Closed
DEF000266,2022-07-04,EQ0046,Excavator,Electrical Fault,Critical,Man,Operator Error,10935.96,27.27,Customer,Closed
DEF000267,2022-10-24,EQ0018,Grader,Paint Finish,Minor,Method,Process Not Followed,1266.0,3.79,In-Process,Open
DEF000268,2022-10-16,EQ0001,Grader,Electrical Fault,Major,Man,Fatigue,4585.59,2.74,Final Inspection,Closed
DEF000269,2024-01-21,EQ0016,Dump Truck,Paint Finish,Major,Material,Material Contamination,6763.15,5.47,Final Inspection,Open
DEF000270,2023-10-16,EQ0011,Bulldozer,Paint Finish,Minor,Machine,Calibration Drift,205.2,2.52,Final Inspection,Open
DEF000271,2022-02-06,EQ0003,Excavator,Material Defect,Critical,Environment,Humidity,17642.37,15.03,Final Inspection,In Progress
DEF000272,2022-04-19,EQ0021,Excavator,Hydraulic Leak,Major,Method,Incorrect Procedure,1952.09,10.48,Customer,Open
DEF000273,2023-11-03,EQ0015,Bulldozer,Bolt Torque,Minor,Method,Inadequate Work Instruction,704.0,0.7,Customer,Closed
DEF000274,2023-01-10,EQ0040,Crane,Weld Defect,Major,Method,Incorrect Procedure,4168.37,2.9,Final Inspection,Closed
DEF000275,2024-02-04,EQ0008,Excavator,Weld Defect,Major,Environment,Vibration,6504.11,11.43,In-Process,Open
DEF000276,2022-08-26,EQ0035,Loader,Hydraulic Leak,Minor,Man,Fatigue,1298.75,3.45,In-Process,In Progress
DEF000277,2023-01-16,EQ0045,Crane,Paint Finish,Minor,Method,Incorrect Procedure,278.52,1.77,Customer,Open
DEF000278,2023-02-13,EQ0039,Bulldozer,Weld Defect,Minor,Environment,Temperature Variation,1657.39,2.58,In-Process,Closed
DEF000279,2023-06-10,EQ0025,Excavator,Alignment Issue,Minor,Measurement,Wrong Instrument,1376.56,3.57,Customer,Closed
DEF000280,2023-11-02,EQ0028,Crane,Electrical Fault,Major,Measurement,Wrong Instrument,5521.02,9.97,Final Inspection,Closed
DEF000281,2023-03-13,EQ0016,Dump Truck,Bolt Torque,Minor,Method,Incorrect Procedure,436.71,1.4,Final Inspection,Closed
DEF000282,2022-06-30,EQ0045,Crane,Assembly Error,Minor,Method,Incorrect Procedure,1126.41,0.99,Final Inspection,Closed
DEF000283,2022-06-19,EQ0024,Dump Truck,Weld Defect,Minor,Material,Substandard Material,1592.2,0.62,In-Process,In Progress
DEF000284,2024-04-05,EQ0017,Loader,Weld Defect,Major,Environment,Humidity,4277.9,4.97,Final Inspection,In Progress
DEF000285,2024-12-09,EQ0041,Dump Truck,Dimensional Variance,Minor,Method,Inadequate Work Instruction,807.31,3.71,In-Process,Closed
DEF000286,2023-07-14,EQ0048,Bulldozer,Seal Failure,Major,Measurement,Calibration Issue,6217.32,6.48,In-Process,Closed
DEF000287,2023-05-30,EQ0004,Excavator,Bolt Torque,Minor,Machine,Calibration Drift,1106.08,2.42,In-Process,Closed
DEF000288,2023-09-03,EQ0022,Excavator,Paint Finish,Major,Method,Process Not Followed,1332.03,5.34,Final Inspection,Closed
DEF000289,2022-04-13,EQ0029,Bulldozer,Paint Finish,Minor,Method,Incorrect Procedure,804.01,0.78,In-Process,Closed
DEF000290,2023-01-10,EQ0013,Grader,Dimensional Variance,Critical,Material,Substandard Material,5680.29,37.98,In-Process,Closed
DEF000291,2023-09-26,EQ0022,Excavator,Dimensional Variance,Minor,Man,Operator Error,1280.16,3.61,In-Process,Closed
DEF000292,2024-11-05,EQ0037,Dump Truck,Material Defect,Major,Material,Material Contamination,7903.96,2.19,Customer,Closed
DEF000293,2024-03-07,EQ0022,Excavator,Weld Defect,Minor,Environment,Vibration,502.74,0.58,Final Inspection,Open
DEF000294,2023-10-08,EQ0020,Crane,Surface Scratch,Minor,Machine,Tool Wear,1457.54,0.79,In-Process,Closed
DEF000295,2022-10-04,EQ0029,Bulldozer,Weld Defect,Minor,Material,Substandard Material,1612.88,3.65,In-Process,Open
DEF000296,2024-05-05,EQ0008,Excavator,Dimensional Variance,Minor,Material,Substandard Material,291.39,1.62,Customer,Open
DEF000297,2023-12-12,EQ0027,Dump Truck,Assembly Error,Minor,Environment,Vibration,1435.51,1.41,Final Inspection,Open
DEF000298,2024-06-16,EQ0040,Crane,Paint Finish,Minor,Environment,Temperature Variation,1086.16,3.18,In-Process,Closed
DEF000299,2022-04-12,EQ0012,Dump Truck,Material Defect,Minor,Man,Operator Error,1261.8,1.78,Customer,Open
DEF000300,2022-04-09,EQ0019,Loader,Weld Defect,Minor,Material,Wrong Specification,1923.31,2.68,In-Process,Open
DEF000301,2022-08-31,EQ0039,Bulldozer,Weld Defect,Minor,Method,Incorrect Procedure,1887.84,3.57,Customer,Closed
DEF000302,2023-08-06,EQ0014,Bulldozer,Weld Defect,Minor,Machine,Equipment Malfunction,1328.35,3.68,Final Inspection,Closed
DEF000303,2022-12-23,EQ0015,Bulldozer,Assembly Error,Minor,Material,Wrong Specification,1567.94,1.35,Customer,In Progress
DEF000304,2022-10-28,EQ0037,Dump Truck,Weld Defect,Minor,Method,Inadequate Work Instruction,259.86,1.93,Customer,Open
DEF000305,2022-02-09,EQ0046,Excavator,Paint Finish,Minor,Man,Operator Error,1845.21,3.38,Customer,Closed
DEF000306,2024-06-18,EQ0038,Loader,Hydraulic Leak,Critical,Method,Inadequate Work Instruction,18909.04,15.73,Final Inspection,Closed
DEF000307,2022-09-14,EQ0023,Loader,Electrical Fault,Minor,Material,Material Contamination,1391.98,2.5,Customer,Closed
DEF000308,2024-02-07,EQ0011,Bulldozer,Bolt Torque,Critical,Machine,Calibration Drift,12852.61,22.67,Final Inspection,Open
DEF000309,2023-03-23,EQ0028,Crane,Weld Defect,Minor,Method,Process Not Followed,219.9,2.23,Final Inspection,Open
DEF000310,2024-03-12,EQ0010,Excavator,Weld Defect,Major,Man,Fatigue,4760.67,3.84,In-Process,Closed
DEF000311,2022-11-03,EQ0017,Loader,Weld Defect,Major,Man,Fatigue,3317.21,2.95,In-Process,Closed
DEF000312,2022-03-23,EQ0040,Crane,Electrical Fault,Minor,Machine,Tool Wear,1710.07,0.66,Customer,Closed
DEF000313,2024-04-27,EQ0021,Excavator,Hydraulic Leak,Major,Man,Insufficient Training,2060.27,11.03,Final Inspection,Closed
DEF000314,2023-03-27,EQ0031,Loader,Dimensional Variance,Minor,Material,Material Contamination,211.69,3.64,Final Inspection,Closed
DEF000315,2024-07-12,EQ0004,Excavator,Paint Finish,Minor,Environment,Vibration,534.92,1.1,Final Inspection,In Progress
DEF000316,2022-12-10,EQ0011,Bulldozer,Paint Finish,Major,Machine,Tool Wear,6902.15,6.19,Customer,Open
DEF000317,2024-07-26,EQ0014,Bulldozer,Paint Finish,Minor,Method,Incorrect Procedure,339.93,2.12,Customer,Closed
DEF000318,2022-09-16,EQ0022,Excavator,Weld Defect,Minor,Machine,Tool Wear,363.5,1.7,Customer,Closed
DEF000319,2022-01-13,EQ0025,Excavator,Weld Defect,Minor,Measurement,Calibration Issue,1923.38,0.85,Customer,Open
DEF000320,2022-05-19,EQ0016,Dump Truck,Paint Finish,Minor,Method,Inadequate Work Instruction,1614.22,2.33,In-Process,Closed
DEF000321,2024-01-20,EQ0031,Loader,Hydraulic Leak,Major,Machine,Equipment Malfunction,6409.62,7.03,Final Inspection,In Progress
DEF000322,2022-06-17,EQ0035,Loader,Dimensional Variance,Minor,Method,Incorrect Procedure,1224.16,2.12,Customer,Closed
DEF000323,2022-07-12,EQ0048,Bulldozer,Paint Finish,Minor,Material,Substandard Material,1475.89,3.13,Final Inspection,Closed
DEF000324,2023-03-19,EQ0037,Dump Truck,Weld Defect,Minor,Measurement,Wrong Instrument,1295.58,1.04,In-Process,Closed
DEF000325,2023-07-20,EQ0027,Dump Truck,Paint Finish,Minor,Measurement,Gauge Error,1759.22,2.8,In-Process,Closed
DEF000326,2024-09-03,EQ0020,Crane,Weld Defect,Major,Measurement,Gauge Error,4858.4,8.15,Customer,Open
DEF000327,2022-10-05,EQ0016,Dump Truck,Electrical Fault,Major,Method,Process Not Followed,2763.73,4.77,Customer,Open
DEF000328,2022-09-27,EQ0013,Grader,Alignment Issue,Minor,Material,Wrong Specification,1545.99,0.73,Customer,Closed
DEF000329,2023-02-06,EQ0011,Bulldozer,Electrical Fault,Minor,Machine,Tool Wear,1524.29,3.07,Customer,Open
DEF000330,2022-04-14,EQ0031,Loader,Paint Finish,Minor,Machine,Equipment Malfunction,468.68,3.48,Final Inspection,Closed
DEF000331,2024-01-06,EQ0005,Loader,Surface Scratch,Major,Environment,Temperature Variation,7130.67,4.44,In-Process,Open
DEF000332,2024-10-27,EQ0025,Excavator,Weld Defect,Minor,Machine,Tool Wear,284.66,1.39,Customer,Open
DEF000333,2023-12-07,EQ0001,Grader,Electrical Fault,Minor,Method,Process Not Followed,1882.82,2.04,Final Inspection,Closed
DEF000334,2022-07-16,EQ0011,Bulldozer,Electrical Fault,Major,Environment,Temperature Variation,6375.34,8.84,Customer,Open
DEF000335,2024-05-01,EQ0008,Excavator,Electrical Fault,Minor,Material,Material Contamination,1960.9,0.76,Customer,Open
DEF000336,2022-11-22,EQ0009,Dump Truck,Hydraulic Leak,Minor,Man,Insufficient Training,592.71,3.8,In-Process,Closed
DEF000337,2023-07-20,EQ0004,Excavator,Weld Defect,Minor,Machine,Tool Wear,491.96,2.49,Final Inspection,Closed
DEF000338,2022-01-29,EQ0040,Crane,Hydraulic Leak,Major,Method,Process Not Followed,4900.26,5.69,Final Inspection,Open
DEF000339,2024-02-24,EQ0031,Loader,Weld Defect,Minor,Method,Process Not Followed,475.35,2.5,Final Inspection,Open
DEF000340,2023-09-13,EQ0004,Excavator,Hydraulic Leak,Minor,Man,Insufficient Training,1609.8,1.55,Final Inspection,Closed
DEF000341,2023-02-07,EQ0042,Bulldozer,Electrical Fault,Minor,Method,Process Not Followed,539.42,1.29,In-Process,In Progress
DEF000342,2024-02-11,EQ0021,Excavator,Weld Defect,Major,Method,Incorrect Procedure,6925.57,5.85,In-Process,In Progress
DEF000343,2022-10-28,EQ0045,Crane,Paint Finish,Minor,Environment,Humidity,1397.84,3.72,Customer,Closed
DEF000344,2023-10-19,EQ0014,Bulldozer,Paint Finish,Major,Environment,Temperature Variation,5754.24,10.5,Customer,Closed
DEF000345,2024-10-06,EQ0026,Grader,Material Defect,Minor,Measurement,Wrong Instrument,1437.04,0.84,In-Process,Closed
DEF000346,2023-05-07,EQ0049,Excavator,Dimensional Variance,Minor,Measurement,Calibration Issue,1480.19,2.8,Final Inspection,In Progress
DEF000347,2023-03-28,EQ0034,Bulldozer,Weld Defect,Minor,Material,Material Contamination,630.96,0.97,In-Process,In Progress
DEF000348,2022-04-28,EQ0048,Bulldozer,Paint Finish,Major,Man,Fatigue,2718.66,11.49,In-Process,Open
DEF000349,2022-06-11,EQ0047,Grader,Electrical Fault,Major,Man,Insufficient Training,5679.23,7.0,Customer,In Progress
DEF000350,2024-01-28,EQ0003,Excavator,Bolt Torque,Minor,Environment,Humidity,902.73,2.91,Final Inspection,In Progress
DEF000351,2024-07-17,EQ0011,Bulldozer,Paint Finish,Minor,Environment,Vibration,1496.99,3.97,Final Inspection,Open
DEF000352,2024-01-09,EQ0006,Dump Truck,Assembly Error,Minor,Material,Material Contamination,1215.77,3.97,Final Inspection,Closed
DEF000353,2024-10-26,EQ0045,Crane,Paint Finish,Minor,Machine,Tool Wear,975.63,3.67,In-Process,In Progress
DEF000354,2023-08-08,EQ0001,Grader,Paint Finish,Minor,Measurement,Wrong Instrument,1834.87,2.5,Customer,Open
DEF000355,2023-12-01,EQ0029,Bulldozer,Weld Defect,Minor,Material,Wrong Specification,456.67,3.25,Final Inspection,Closed
DEF000356,2023-09-11,EQ0022,Excavator,Surface Scratch,Major,Method,Process Not Followed,6974.14,4.4,In-Process,Open
DEF000357,2024-01-24,EQ0006,Dump Truck,Dimensional Variance,Minor,Man,Insufficient Training,413.59,1.14,In-Process,Closed
DEF000358,2023-06-27,EQ0026,Grader,Electrical Fault,Minor,Method,Incorrect Procedure,646.06,3.64,Final Inspection,In Progress
DEF000359,2023-09-25,EQ0010,Excavator,Weld Defect,Minor,Environment,Humidity,1015.05,1.94,In-Process,Open
DEF000360,2022-02-07,EQ0031,Loader,Weld Defect,Minor,Measurement,Wrong Instrument,1515.57,2.23,In-Process,Open
DEF000361,2022-09-04,EQ0013,Grader,Weld Defect,Minor,Measurement,Wrong Instrument,1003.94,3.71,Final Inspection,Open
DEF000362,2023-03-05,EQ0015,Bulldozer,Paint Finish,Minor,Method,Inadequate Work Instruction,702.85,3.64,Final Inspection,In Progress
DEF000363,2023-07-01,EQ0021,Excavator,Surface Scratch,Minor,Method,Incorrect Procedure,1421.68,0.67,Customer,Open
DEF000364,2022-02-21,EQ0004,Excavator,Electrical Fault,Major,Machine,Tool Wear,3390.06,9.42,Final Inspection,Closed
DEF000365,2024-07-16,EQ0029,Bulldozer,Weld Defect,Minor,Machine,Calibration Drift,1427.54,1.92,In-Process,Open
DEF000366,2023-07-25,EQ0021,Excavator,Alignment Issue,Minor,Environment,Humidity,283.95,3.17,In-Process,Closed
DEF000367,2022-05-09,EQ0012,Dump Truck,Weld Defect,Minor,Man,Operator Error,785.87,2.32,In-Process,Open
DEF000368,2024-09-17,EQ0013,Grader,Surface Scratch,Major,Material,Material Contamination,1896.16,5.09,Customer,Open
DEF000369,2022-09-03,EQ0037,Dump Truck,Paint Finish,Minor,Man,Operator Error,608.08,2.51,Final Inspection,Closed
DEF000370,2022-06-27,EQ0022,Excavator,Hydraulic Leak,Major,Method,Inadequate Work Instruction,1245.58,3.22,Final Inspection,In Progress
DEF000371,2022-11-12,EQ0045,Crane,Hydraulic Leak,Major,Environment,Temperature Variation,7345.39,2.27,Customer,Closed
DEF000372,2024-09-19,EQ0037,Dump Truck,Dimensional Variance,Minor,Material,Wrong Specification,1494.45,3.88,Customer,Open
DEF000373,2023-04-26,EQ0048,Bulldozer,Weld Defect,Major,Machine,Equipment Malfunction,5852.58,10.15,Customer,Open
DEF000374,2024-12-05,EQ0049,Excavator,Electrical Fault,Major,Environment,Vibration,3011.31,10.53,In-Process,In Progress
DEF000375,2023-04-07,EQ0050,Loader,Weld Defect,Minor,Man,Insufficient Training,356.79,1.73,Final Inspection,Open
DEF000376,2022-04-11,EQ0041,Dump Truck,Hydraulic Leak,Major,Method,Incorrect Procedure,4580.15,5.89,Customer,Open
DEF000377,2023-02-14,EQ0014,Bulldozer,Paint Finish,Major,Man,Insufficient Training,4439.75,3.56,Customer,Closed
DEF000378,2023-04-01,EQ0014,Bulldozer,Bolt Torque,Minor,Environment,Temperature Variation,1208.4,3.87,Final Inspection,Closed
DEF000379,2024-06-09,EQ0029,Bulldozer,Alignment Issue,Minor,Method,Process Not Followed,1161.44,1.4,In-Process,In Progress
DEF000380,2024-06-25,EQ0023,Loader,Dimensional Variance,Major,Machine,Equipment Malfunction,2468.74,11.7,In-Process,Open
DEF000381,2022-11-27,EQ0021,Excavator,Alignment Issue,Minor,Material,Material Contamination,1342.53,3.14,In-Process,In Progress
DEF000382,2022-11-12,EQ0039,Bulldozer,Electrical Fault,Minor,Machine,Equipment Malfunction,1433.59,3.51,Final Inspection,Closed
DEF000383,2022-04-28,EQ0042,Bulldozer,Paint Finish,Minor,Machine,Calibration Drift,1312.28,3.98,Customer,Open
DEF000384,2024-03-08,EQ0015,Bulldozer,Weld Defect,Minor,Machine,Tool Wear,1622.64,2.18,Customer,Open
DEF000385,2024-12-24,EQ0010,Excavator,Weld Defect,Minor,Machine,Tool Wear,1627.37,1.47,Final Inspection,Closed
DEF000386,2023-10-08,EQ0043,Excavator,Weld Defect,Minor,Measurement,Wrong Instrument,748.8,0.93,In-Process,Open
DEF000387,2022-05-27,EQ0005,Loader,Weld Defect,Minor,Material,Wrong Specification,922.33,0.7,Final Inspection,Open
DEF000388,2024-08-27,EQ0009,Dump Truck,Electrical Fault,Major,Method,Incorrect Procedure,3196.82,4.77,Final Inspection,In Progress
DEF000389,2023-05-30,EQ0006,Dump Truck,Hydraulic Leak,Minor,Material,Substandard Material,1886.21,2.81,Final Inspection,Closed
