inspection_id,inspection_date,equipment_id,equipment_name,equipment_type,metric_name,target_value,tolerance,xbar_value,r_value,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,in_control
SPC000169,2024-03-09,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,201.54,8.98,203.44,196.94,199.71,205.92,201.71,True
SPC000170,2023-03-28,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,200.94,8.33,199.7,196.66,203.77,205.0,199.59,True
SPC000171,2024-06-11,EQ0010,Excavator 10,Excavator,Bolt Torque (Nm),200,15.0,201.55,11.83,198.94,204.39,209.09,198.04,197.26,True
SPC000172,2023-11-20,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,200.69,13.27,203.33,205.53,199.3,203.0,192.26,True
SPC000173,2024-08-15,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,443.38,77.5,454.5,473.72,426.95,396.21,465.54,False
SPC000174,2022-02-25,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3022.45,141.45,3125.15,2991.58,2983.7,3019.52,2992.3,True
SPC000175,2022-10-05,EQ0045,Crane 45,Crane,Bolt Torque (Nm),200,15.0,199.47,15.92,210.24,194.33,195.24,201.61,195.92,True
SPC000176,2023-06-17,EQ0011,Bulldozer 11,Bulldozer,Bolt Torque (Nm),200,15.0,199.63,13.75,204.67,197.18,192.53,206.28,197.51,True
SPC000177,2024-07-20,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,122.1,14.39,125.39,122.75,129.21,114.82,118.31,True
SPC000178,2024-02-16,EQ0008,Excavator 8,Excavator,Paint Thickness (microns),120,10.0,117.47,7.12,116.86,120.07,115.11,114.1,121.22,True
SPC000179,2024-05-13,EQ0027,Dump Truck 27,Dump Truck,Paint Thickness (microns),120,10.0,118.94,6.94,115.6,118.53,121.97,122.54,116.06,True
SPC000180,2024-08-21,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2993.73,174.07,3036.22,3058.86,3006.84,2884.79,2981.95,True
SPC000181,2022-04-17,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,117.95,12.56,116.58,121.23,121.57,109.01,121.35,True
SPC000182,2022-05-21,EQ0002,Grader 2,Grader,Hydraulic Pressure (PSI),3000,150.0,3016.44,176.61,3131.07,2968.22,3010.42,3018.02,2954.47,True
SPC000183,2023-05-22,EQ0018,Grader 18,Grader,Weld Strength (MPa),450,30.0,448.42,40.81,470.92,449.65,430.1,443.25,448.16,True
SPC000184,2022-11-09,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,452.51,27.16,439.02,466.18,453.21,443.32,460.82,True
SPC000185,2022-08-23,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,-0.68,0.47,-0.53,-0.86,-0.93,-0.63,-0.46,False
SPC000186,2022-12-10,EQ0045,Crane 45,Crane,Alignment Deviation (mm),0,0.5,0.03,0.31,0.05,-0.17,0.09,0.14,0.03,True
SPC000187,2022-08-23,EQ0021,Excavator 21,Excavator,Weld Strength (MPa),450,30.0,493.51,21.34,502.96,494.87,481.62,487.54,500.56,False
SPC000188,2024-02-08,EQ0035,Loader 35,Loader,Bolt Torque (Nm),200,15.0,216.33,16.14,219.51,224.67,216.09,208.53,212.87,False
SPC000189,2023-09-10,EQ0017,Loader 17,Loader,Alignment Deviation (mm),0,0.5,0.06,0.11,0.01,0.05,0.07,0.04,0.12,True
SPC000190,2022-03-26,EQ0033,Grader 33,Grader,Paint Thickness (microns),120,10.0,119.32,3.1,119.59,119.02,120.12,120.48,117.38,True
SPC000191,2024-01-29,EQ0039,Bulldozer 39,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3001.28,174.92,3098.46,2973.37,2950.01,2923.54,3061.03,True
SPC000192,2023-11-30,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,3007.93,126.71,3001.14,2936.11,3037.26,3002.3,3062.82,True
SPC000193,2024-09-30,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3008.27,79.81,3062.23,3013.61,2982.41,2990.7,2992.38,True
SPC000194,2024-01-12,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,201.13,13.17,209.32,196.15,201.22,201.32,197.65,True
SPC000195,2024-06-10,EQ0021,Excavator 21,Excavator,Weld Strength (MPa),450,30.0,447.77,14.61,449.22,445.44,439.6,454.21,450.36,True
SPC000196,2023-07-08,EQ0006,Dump Truck 6,Dump Truck,Alignment Deviation (mm),0,0.5,0.05,0.25,0.15,0.03,-0.07,-0.05,0.19,True
SPC000197,2024-09-17,EQ0017,Loader 17,Loader,Bolt Torque (Nm),200,15.0,199.37,2.54,199.28,199.17,200.16,200.38,197.84,True
SPC000198,2023-07-04,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,121.75,4.81,124.24,119.43,123.66,121.19,120.22,True
SPC000199,2022-06-27,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,121.08,12.5,118.98,118.32,128.95,122.69,116.45,True
SPC000200,2023-05-15,EQ0031,Loader 31,Loader,Bolt Torque (Nm),200,15.0,201.63,20.41,213.2,197.99,203.61,192.79,200.58,True
SPC000201,2024-02-16,EQ0009,Dump Truck 9,Dump Truck,Paint Thickness (microns),120,10.0,118.84,5.47,118.46,121.39,117.43,115.92,120.98,True
SPC000202,2023-10-28,EQ0043,Excavator 43,Excavator,Weld Strength (MPa),450,30.0,450.02,41.09,438.02,458.94,433.33,445.37,474.42,True
SPC000203,2023-12-28,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,118.63,6.31,122.93,116.62,118.24,118.36,116.99,True
SPC000204,2023-07-20,EQ0046,Excavator 46,Excavator,Alignment Deviation (mm),0,0.5,-0.06,0.4,-0.3,0.1,0.06,-0.02,-0.15,True
SPC000205,2023-01-27,EQ0032,Grader 32,Grader,Hydraulic Pressure (PSI),3000,150.0,3031.49,147.16,3094.47,3034.49,2947.31,3051.32,3029.85,True
SPC000206,2024-04-12,EQ0002,Grader 2,Grader,Bolt Torque (Nm),200,15.0,198.59,8.47,199.81,201.91,193.44,198.01,199.79,True
SPC000207,2023-05-08,EQ0046,Excavator 46,Excavator,Bolt Torque (Nm),200,15.0,201.03,6.84,201.93,203.51,201.2,196.67,201.85,True
SPC000208,2024-10-02,EQ0034,Bulldozer 34,Bulldozer,Bolt Torque (Nm),200,15.0,200.3,11.29,200.62,204.99,205.64,194.35,195.88,True
SPC000209,2022-07-10,EQ0044,Loader 44,Loader,Paint Thickness (microns),120,10.0,118.09,9.47,118.1,119.38,113.42,122.89,116.67,True
SPC000210,2023-05-14,EQ0025,Excavator 25,Excavator,Paint Thickness (microns),120,10.0,119.89,14.2,117.1,112.92,121.38,127.12,120.94,True
SPC000211,2024-01-26,EQ0004,Excavator 4,Excavator,Bolt Torque (Nm),200,15.0,198.92,20.26,193.8,190.81,210.53,209.18,190.27,True
SPC000212,2023-12-06,EQ0023,Loader 23,Loader,Bolt Torque (Nm),200,15.0,202.89,22.7,199.67,197.67,208.46,192.99,215.69,False
SPC000213,2024-07-18,EQ0016,Dump Truck 16,Dump Truck,Paint Thickness (microns),120,10.0,120.52,6.34,119.96,123.44,123.65,117.31,118.24,True
SPC000214,2023-04-18,EQ0032,Grader 32,Grader,Hydraulic Pressure (PSI),3000,150.0,2994.94,144.09,2933.88,2973.2,3077.97,2973.25,3016.38,True
SPC000215,2023-10-09,EQ0036,Bulldozer 36,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3002.53,133.45,2946.0,3000.98,3079.45,2992.95,2993.26,True
SPC000216,2023-01-15,EQ0017,Loader 17,Loader,Weld Strength (MPa),450,30.0,454.83,43.63,433.04,476.67,450.97,461.17,452.32,True
SPC000217,2024-09-18,EQ0035,Loader 35,Loader,Paint Thickness (microns),120,10.0,120.54,4.25,121.36,118.58,120.32,122.83,119.64,True
SPC000218,2024-12-10,EQ0017,Loader 17,Loader,Alignment Deviation (mm),0,0.5,-0.01,0.32,-0.11,0.19,0.05,-0.13,-0.05,True
SPC000219,2022-07-25,EQ0014,Bulldozer 14,Bulldozer,Weld Strength (MPa),450,30.0,448.64,34.56,446.93,437.09,469.21,455.33,434.65,True
SPC000220,2024-01-10,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,456.35,43.85,465.59,449.35,477.23,433.38,456.2,True
SPC000221,2024-12-29,EQ0032,Grader 32,Grader,Weld Strength (MPa),450,30.0,452.45,49.01,480.95,431.94,451.7,449.77,447.92,True
SPC000222,2022-04-22,EQ0031,Loader 31,Loader,Alignment Deviation (mm),0,0.5,0.02,0.15,0.08,0.06,0.07,-0.02,-0.07,True
SPC000223,2022-09-16,EQ0037,Dump Truck 37,Dump Truck,Bolt Torque (Nm),200,15.0,205.28,8.02,201.58,202.84,208.56,203.84,209.6,True
SPC000224,2022-01-26,EQ0044,Loader 44,Loader,Alignment Deviation (mm),0,0.5,0.04,0.09,0.06,0.07,-0.02,0.05,0.05,True
SPC000225,2024-09-07,EQ0032,Grader 32,Grader,Bolt Torque (Nm),200,15.0,202.38,16.57,203.17,200.5,210.53,193.95,203.77,True
SPC000226,2022-04-16,EQ0025,Excavator 25,Excavator,Paint Thickness (microns),120,10.0,132.19,10.08,130.67,137.36,130.67,134.97,127.28,False
SPC000227,2022-06-01,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,-0.05,0.41,0.06,-0.3,0.11,-0.02,-0.08,True
SPC000228,2022-04-20,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,452.43,17.71,452.45,441.24,456.8,452.7,458.95,True
SPC000229,2023-09-15,EQ0013,Grader 13,Grader,Hydraulic Pressure (PSI),3000,150.0,2800.77,55.65,2822.33,2766.68,2808.48,2819.99,2786.37,False
SPC000230,2023-04-08,EQ0031,Loader 31,Loader,Alignment Deviation (mm),0,0.5,0.05,0.4,0.12,-0.2,0.01,0.19,0.13,True
SPC000231,2024-06-25,EQ0014,Bulldozer 14,Bulldozer,Paint Thickness (microns),120,10.0,119.06,10.97,116.06,116.16,127.04,117.13,118.92,True
SPC000232,2024-05-28,EQ0015,Bulldozer 15,Bulldozer,Paint Thickness (microns),120,10.0,117.92,7.67,118.78,120.08,112.41,119.59,118.76,True
SPC000233,2022-05-04,EQ0031,Loader 31,Loader,Alignment Deviation (mm),0,0.5,0.59,0.36,0.84,0.48,0.5,0.5,0.63,False
SPC000234,2023-06-26,EQ0016,Dump Truck 16,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2989.1,125.26,2986.29,2923.37,2943.57,3048.62,3043.64,True
SPC000235,2022-12-22,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,0.08,0.22,0.15,0.18,0.06,-0.04,0.07,True
SPC000236,2022-01-06,EQ0043,Excavator 43,Excavator,Bolt Torque (Nm),200,15.0,198.1,8.57,204.04,196.78,195.47,197.53,196.67,True
SPC000237,2024-08-20,EQ0005,Loader 5,Loader,Paint Thickness (microns),120,10.0,116.3,6.82,112.11,116.6,118.14,118.93,115.74,True
SPC000238,2023-08-14,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,120.34,5.76,123.77,119.22,119.35,121.37,118.01,True
SPC000239,2024-07-18,EQ0021,Excavator 21,Excavator,Hydraulic Pressure (PSI),3000,150.0,3018.93,106.95,2958.97,3065.92,2959.07,3044.89,3065.82,True
SPC000240,2023-06-26,EQ0022,Excavator 22,Excavator,Alignment Deviation (mm),0,0.5,-0.01,0.34,-0.02,0.14,-0.2,0.11,-0.06,True
SPC000241,2023-02-10,EQ0030,Loader 30,Loader,Bolt Torque (Nm),200,15.0,202.8,19.87,206.04,191.22,211.09,200.29,205.37,True
SPC000242,2023-04-06,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,453.76,15.14,452.19,459.76,459.31,452.93,444.62,True
SPC000243,2022-10-19,EQ0029,Bulldozer 29,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3010.78,132.65,2967.47,2983.67,3100.12,2984.62,3018.01,True
SPC000244,2023-09-22,EQ0042,Bulldozer 42,Bulldozer,Alignment Deviation (mm),0,0.5,-0.06,0.32,0.09,-0.01,-0.11,-0.01,-0.23,True
SPC000245,2023-08-15,EQ0012,Dump Truck 12,Dump Truck,Bolt Torque (Nm),200,15.0,199.66,17.57,200.46,198.27,207.38,189.81,202.4,True
SPC000246,2023-09-15,EQ0009,Dump Truck 9,Dump Truck,Bolt Torque (Nm),200,15.0,200.75,29.21,199.29,196.87,218.22,189.02,200.36,False
SPC000247,2022-06-14,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,-0.09,0.23,-0.12,-0.12,-0.07,-0.18,0.05,True
SPC000248,2024-06-03,EQ0005,Loader 5,Loader,Paint Thickness (microns),120,10.0,121.67,8.29,121.04,118.14,119.84,122.89,126.43,True
SPC000249,2022-02-22,EQ0045,Crane 45,Crane,Hydraulic Pressure (PSI),3000,150.0,3009.56,156.35,2918.74,3004.15,2979.25,3075.1,3070.57,True
SPC000250,2022-02-12,EQ0006,Dump Truck 6,Dump Truck,Paint Thickness (microns),120,10.0,122.46,6.3,122.62,122.24,121.02,120.07,126.38,True
SPC000251,2022-12-25,EQ0016,Dump Truck 16,Dump Truck,Bolt Torque (Nm),200,15.0,201.45,6.28,203.3,199.26,200.16,199.13,205.4,True
SPC000252,2024-06-24,EQ0023,Loader 23,Loader,Paint Thickness (microns),120,10.0,121.53,6.56,120.01,123.59,118.37,120.77,124.92,True
SPC000253,2024-06-11,EQ0023,Loader 23,Loader,Bolt Torque (Nm),200,15.0,182.78,6.96,180.37,185.3,180.1,187.06,181.06,False
SPC000254,2022-08-03,EQ0017,Loader 17,Loader,Weld Strength (MPa),450,30.0,458.84,18.53,457.89,466.0,465.28,457.57,447.47,True
SPC000255,2024-10-11,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,121.47,9.44,116.05,125.48,120.91,124.28,120.62,True
SPC000256,2024-03-31,EQ0048,Bulldozer 48,Bulldozer,Alignment Deviation (mm),0,0.5,-0.03,0.42,0.18,-0.08,-0.12,0.11,-0.24,True
SPC000257,2022-06-30,EQ0044,Loader 44,Loader,Paint Thickness (microns),120,10.0,119.95,7.74,115.71,117.51,123.45,122.49,120.57,True
SPC000258,2022-08-26,EQ0041,Dump Truck 41,Dump Truck,Bolt Torque (Nm),200,15.0,197.5,12.13,202.94,200.64,197.04,190.8,196.08,True
SPC000259,2022-01-03,EQ0028,Crane 28,Crane,Alignment Deviation (mm),0,0.5,0.09,0.46,0.02,-0.03,0.01,-0.0,0.43,True
SPC000260,2022-04-22,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,445.35,15.07,436.7,447.71,449.99,451.77,440.56,True
SPC000261,2024-10-17,EQ0003,Excavator 3,Excavator,Bolt Torque (Nm),200,15.0,199.48,10.32,199.27,205.03,194.71,201.3,197.11,True
SPC000262,2023-02-21,EQ0036,Bulldozer 36,Bulldozer,Paint Thickness (microns),120,10.0,119.99,5.14,120.98,119.4,118.02,118.35,123.16,True
SPC000263,2023-08-13,EQ0037,Dump Truck 37,Dump Truck,Bolt Torque (Nm),200,15.0,196.52,16.61,197.67,197.88,196.47,203.61,187.0,True
SPC000264,2024-09-19,EQ0035,Loader 35,Loader,Hydraulic Pressure (PSI),3000,150.0,3015.35,142.46,3071.5,2946.47,2929.86,3056.63,3072.32,True
SPC000265,2023-05-06,EQ0034,Bulldozer 34,Bulldozer,Weld Strength (MPa),450,30.0,455.62,23.61,450.61,469.26,450.81,461.79,445.65,True
SPC000266,2022-01-29,EQ0033,Grader 33,Grader,Alignment Deviation (mm),0,0.5,0.02,0.42,-0.05,-0.14,0.0,0.03,0.27,True
SPC000267,2023-04-06,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,3001.04,167.77,3072.11,3009.43,2904.33,2997.49,3021.84,True
SPC000268,2022-08-29,EQ0027,Dump Truck 27,Dump Truck,Weld Strength (MPa),450,30.0,449.28,20.57,439.95,451.12,449.58,445.21,460.52,True
SPC000269,2023-08-21,EQ0003,Excavator 3,Excavator,Alignment Deviation (mm),0,0.5,0.02,0.35,-0.16,-0.11,0.06,0.13,0.19,True
SPC000270,2024-04-30,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,220.25,8.44,223.88,222.39,215.44,220.27,219.27,False
SPC000271,2024-11-06,EQ0024,Dump Truck 24,Dump Truck,Weld Strength (MPa),450,30.0,454.62,17.37,453.06,449.06,449.37,455.19,466.44,True
SPC000272,2023-07-20,EQ0017,Loader 17,Loader,Bolt Torque (Nm),200,15.0,199.66,12.29,201.61,193.87,198.57,198.11,206.16,True
SPC000273,2024-11-05,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,120.65,8.03,124.19,123.96,117.28,116.15,121.66,True
SPC000274,2023-08-03,EQ0028,Crane 28,Crane,Paint Thickness (microns),120,10.0,121.77,7.09,122.12,124.73,121.97,117.64,122.4,True
SPC000275,2024-09-29,EQ0029,Bulldozer 29,Bulldozer,Weld Strength (MPa),450,30.0,446.74,31.38,455.67,443.52,428.44,446.29,459.81,True
SPC000276,2024-09-18,EQ0048,Bulldozer 48,Bulldozer,Paint Thickness (microns),120,10.0,120.22,4.42,118.71,120.93,122.73,118.31,120.43,True
SPC000277,2024-02-12,EQ0027,Dump Truck 27,Dump Truck,Bolt Torque (Nm),200,15.0,207.3,23.45,210.96,216.72,205.1,193.27,210.45,False
SPC000278,2023-05-05,EQ0030,Loader 30,Loader,Alignment Deviation (mm),0,0.5,-0.1,0.2,-0.18,0.02,-0.14,-0.1,-0.07,True
SPC000279,2024-04-21,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,3017.92,149.04,2989.92,3115.62,3047.97,2966.58,2969.49,True
SPC000280,2024-08-26,EQ0046,Excavator 46,Excavator,Bolt Torque (Nm),200,15.0,199.15,7.75,201.3,202.11,194.36,199.65,198.32,True
SPC000281,2022-11-08,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,177.71,15.62,170.38,173.6,186.0,176.16,182.42,False
SPC000282,2024-06-20,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,2985.4,84.82,2998.59,2939.68,2960.2,3024.5,3004.04,True
SPC000283,2024-07-24,EQ0033,Grader 33,Grader,Hydraulic Pressure (PSI),3000,150.0,3010.41,83.07,2990.35,3052.52,2969.45,3039.82,2999.92,True
SPC000284,2024-04-19,EQ0043,Excavator 43,Excavator,Weld Strength (MPa),450,30.0,448.12,22.84,448.23,462.58,444.67,439.73,445.42,True
SPC000285,2023-06-27,EQ0036,Bulldozer 36,Bulldozer,Paint Thickness (microns),120,10.0,119.53,9.28,125.55,118.41,118.36,119.06,116.26,True
SPC000286,2024-03-25,EQ0005,Loader 5,Loader,Hydraulic Pressure (PSI),3000,150.0,2956.86,86.01,2914.76,2972.2,2976.67,3000.77,2919.9,True
SPC000287,2024-12-28,EQ0006,Dump Truck 6,Dump Truck,Bolt Torque (Nm),200,15.0,197.41,34.74,183.33,191.63,189.74,204.27,218.07,False
SPC000288,2024-09-26,EQ0049,Excavator 49,Excavator,Alignment Deviation (mm),0,0.5,-0.0,0.22,0.02,-0.1,-0.04,0.0,0.11,True
SPC000289,2022-05-21,EQ0002,Grader 2,Grader,Weld Strength (MPa),450,30.0,441.81,12.83,438.96,449.3,438.16,446.15,436.47,True
SPC000290,2023-08-12,EQ0050,Loader 50,Loader,Weld Strength (MPa),450,30.0,436.32,26.34,435.42,430.93,433.07,427.92,454.26,True
SPC000291,2024-06-07,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2987.42,54.88,2971.71,2975.73,2985.33,2977.73,3026.59,True
SPC000292,2022-07-25,EQ0001,Grader 1,Grader,Bolt Torque (Nm),200,15.0,198.17,14.68,191.1,204.06,195.55,194.36,205.78,True
SPC000293,2023-09-06,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3015.16,67.62,3022.88,3044.4,3000.75,3031.0,2976.78,True
SPC000294,2022-04-25,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,121.48,5.81,122.83,119.58,119.31,120.54,125.12,True
SPC000295,2024-06-01,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,452.06,16.75,448.38,461.95,445.2,452.69,452.09,True
SPC000296,2024-04-23,EQ0034,Bulldozer 34,Bulldozer,Alignment Deviation (mm),0,0.5,0.05,0.33,-0.01,0.08,0.25,-0.09,0.02,True
SPC000297,2023-01-04,EQ0016,Dump Truck 16,Dump Truck,Weld Strength (MPa),450,30.0,454.15,20.36,464.09,448.74,456.71,457.46,443.72,True
SPC000298,2024-02-23,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,-0.11,0.59,-0.34,-0.18,-0.06,0.24,-0.23,True
SPC000299,2024-10-16,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,0.04,0.37,-0.22,0.0,0.12,0.15,0.12,True
SPC000300,2024-08-02,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,118.75,8.67,115.27,116.12,122.03,116.39,123.95,True
SPC000301,2022-01-20,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,198.23,9.19,200.82,199.85,191.63,198.96,199.89,True
SPC000302,2022-11-20,EQ0013,Grader 13,Grader,Hydraulic Pressure (PSI),3000,150.0,3032.93,122.92,3049.49,3045.35,3025.84,3083.45,2960.53,True
SPC000303,2023-12-09,EQ0004,Excavator 4,Excavator,Alignment Deviation (mm),0,0.5,0.07,0.35,0.08,-0.04,0.04,0.3,-0.05,True
SPC000304,2024-05-18,EQ0048,Bulldozer 48,Bulldozer,Paint Thickness (microns),120,10.0,120.77,7.72,122.11,115.99,118.76,123.29,123.71,True
SPC000305,2023-09-11,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,440.07,54.2,440.85,464.53,443.26,441.38,410.33,False
SPC000306,2024-02-21,EQ0032,Grader 32,Grader,Alignment Deviation (mm),0,0.5,-0.08,0.27,-0.17,-0.09,0.1,-0.14,-0.06,True
SPC000307,2023-08-29,EQ0026,Grader 26,Grader,Paint Thickness (microns),120,10.0,120.49,8.1,115.84,118.59,123.94,120.42,123.65,True
SPC000308,2024-03-21,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,120.38,12.65,125.18,112.53,122.78,120.55,120.88,True
SPC000309,2022-04-11,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,0.04,0.42,0.28,0.08,-0.14,-0.03,-0.0,True
SPC000310,2023-08-10,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,448.78,15.04,444.27,450.18,447.76,443.33,458.38,True
SPC000311,2023-12-23,EQ0005,Loader 5,Loader,Weld Strength (MPa),450,30.0,448.05,25.28,452.45,447.45,432.95,449.17,458.23,True
SPC000312,2023-05-29,EQ0001,Grader 1,Grader,Weld Strength (MPa),450,30.0,452.86,36.58,459.46,465.25,453.67,457.26,428.66,True
SPC000313,2022-03-22,EQ0024,Dump Truck 24,Dump Truck,Paint Thickness (microns),120,10.0,121.11,6.32,122.38,124.85,118.53,118.78,121.0,True
SPC000314,2022-03-10,EQ0010,Excavator 10,Excavator,Alignment Deviation (mm),0,0.5,-0.07,0.52,-0.15,0.3,-0.22,-0.12,-0.16,True
SPC000315,2022-09-27,EQ0038,Loader 38,Loader,Hydraulic Pressure (PSI),3000,150.0,2997.25,199.81,3014.16,2994.9,2876.16,3025.05,3075.97,True
SPC000316,2023-11-01,EQ0049,Excavator 49,Excavator,Bolt Torque (Nm),200,15.0,201.65,6.83,200.58,198.33,202.83,201.36,205.15,True
SPC000317,2022-09-28,EQ0038,Loader 38,Loader,Alignment Deviation (mm),0,0.5,0.06,0.21,0.1,0.17,-0.04,-0.03,0.09,True
SPC000318,2024-01-20,EQ0025,Excavator 25,Excavator,Alignment Deviation (mm),0,0.5,0.05,0.22,0.15,-0.07,-0.01,0.01,0.15,True
SPC000319,2023-07-13,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,449.26,12.34,455.14,446.73,453.34,442.8,448.27,True
SPC000320,2024-09-13,EQ0016,Dump Truck 16,Dump Truck,Paint Thickness (microns),120,10.0,117.09,6.02,114.33,119.28,117.49,114.15,120.17,True
SPC000321,2023-11-25,EQ0039,Bulldozer 39,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,2993.35,155.17,2966.72,2987.45,3087.85,2992.04,2932.67,True
SPC000322,2022-06-04,EQ0036,Bulldozer 36,Bulldozer,Weld Strength (MPa),450,30.0,444.64,15.4,452.97,437.56,442.82,451.18,438.68,True
SPC000323,2023-04-08,EQ0010,Excavator 10,Excavator,Bolt Torque (Nm),200,15.0,194.0,26.25,209.52,183.28,197.28,194.37,185.57,False
SPC000324,2024-03-19,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,3020.78,121.37,3000.25,3052.74,3047.2,2941.17,3062.54,True
SPC000325,2022-09-11,EQ0021,Excavator 21,Excavator,Bolt Torque (Nm),200,15.0,196.75,9.69,200.85,196.94,201.66,192.35,191.97,True
SPC000326,2023-06-21,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,-0.07,0.2,-0.12,0.04,-0.01,-0.09,-0.16,True
SPC000327,2024-01-31,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,3023.59,136.92,2978.08,3030.58,3001.88,2992.4,3115.0,True
SPC000328,2024-08-23,EQ0005,Loader 5,Loader,Hydraulic Pressure (PSI),3000,150.0,2986.63,113.83,2927.93,2986.03,2981.45,2995.94,3041.77,True
SPC000329,2023-11-03,EQ0042,Bulldozer 42,Bulldozer,Alignment Deviation (mm),0,0.5,-0.06,0.34,-0.01,-0.28,-0.1,0.03,0.06,True
SPC000330,2022-05-10,EQ0022,Excavator 22,Excavator,Bolt Torque (Nm),200,15.0,203.59,11.38,209.12,208.8,197.74,203.27,199.05,True
SPC000331,2023-09-11,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,193.91,7.49,191.69,192.52,198.13,190.64,196.55,True
SPC000332,2022-04-03,EQ0045,Crane 45,Crane,Hydraulic Pressure (PSI),3000,150.0,2994.75,120.96,2931.59,2965.31,3052.54,3025.28,2999.02,True
SPC000333,2024-10-05,EQ0021,Excavator 21,Excavator,Hydraulic Pressure (PSI),3000,150.0,3011.14,107.13,3051.98,2957.4,3064.53,3006.62,2975.19,True
SPC000334,2022-10-05,EQ0018,Grader 18,Grader,Bolt Torque (Nm),200,15.0,197.27,10.11,198.41,201.95,200.37,193.77,191.84,True
SPC000335,2024-05-08,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,-0.15,0.57,0.0,0.01,-0.08,-0.56,-0.09,True
SPC000336,2022-11-13,EQ0019,Loader 19,Loader,Bolt Torque (Nm),200,15.0,199.26,10.6,205.36,198.79,194.75,202.09,195.32,True
SPC000337,2024-09-29,EQ0025,Excavator 25,Excavator,Alignment Deviation (mm),0,0.5,-0.1,0.26,-0.14,-0.21,0.05,-0.11,-0.12,True
SPC000338,2023-07-27,EQ0029,Bulldozer 29,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,2998.9,95.09,2959.3,2991.19,3007.41,2982.19,3054.4,True
