transaction_id,part_id,transaction_date,transaction_type,quantity,stock_after_transaction,warehouse_location,reference_doc
TXN000395,SP00102,2023-02-11,Issue,1,4,WH03,REF5995
TXN000396,SP00080,2023-02-11,Receipt,14,36,WH03,REF8961
TXN000397,SP00069,2023-02-11,Issue,2,35,WH02,REF7910
TXN000398,SP00145,2023-02-12,Receipt,14,58,WH03,REF4532
TXN000399,SP00080,2023-02-12,Issue,4,32,WH01,REF3004
TXN000400,SP00188,2023-02-12,Issue,1,0,WH01,REF7841
TXN000401,SP00076,2023-02-13,Issue,5,0,WH04,REF6534
TXN000402,SP00086,2023-02-13,Receipt,20,29,WH05,REF3175
TXN000403,SP00049,2023-02-13,Receipt,19,39,WH04,REF8357
TXN000404,SP00047,2023-02-13,Issue,3,4,WH01,REF7711
TXN000405,SP00049,2023-02-13,Issue,4,35,WH03,REF9863
TXN000406,SP00068,2023-02-13,Issue,4,0,WH03,REF2450
TXN000407,SP00082,2023-02-13,Receipt,5,16,WH05,REF6060
TXN000408,SP00144,2023-02-13,Issue,1,14,WH05,REF2395
TXN000409,SP00058,2023-02-13,Issue,5,6,WH05,REF1866
TXN000410,SP00197,2023-02-13,Receipt,11,31,WH04,REF9235
TXN000411,SP00180,2023-02-14,Issue,5,16,WH02,REF1310
TXN000412,SP00200,2023-02-14,Issue,2,11,WH02,REF8278
TXN000413,SP00030,2023-02-14,Issue,5,22,WH05,REF6249
TXN000414,SP00040,2023-02-15,Issue,4,9,WH01,REF6569
TXN000415,SP00053,2023-02-15,Issue,4,42,WH01,REF9649
TXN000416,SP00194,2023-02-15,Issue,3,19,WH01,REF2878
TXN000417,SP00166,2023-02-15,Receipt,10,81,WH03,REF3359
TXN000418,SP00117,2023-02-15,Issue,1,62,WH02,REF6026
TXN000419,SP00177,2023-02-15,Receipt,10,47,WH01,REF6329
TXN000420,SP00014,2023-02-15,Issue,1,9,WH03,REF7388
TXN000421,SP00047,2023-02-15,Issue,2,2,WH04,REF6311
TXN000422,SP00058,2023-02-15,Issue,1,5,WH01,REF4318
TXN000423,SP00131,2023-02-16,Receipt,12,73,WH04,REF9333
TXN000424,SP00128,2023-02-16,Receipt,17,65,WH01,REF5412
TXN000425,SP00119,2023-02-16,Issue,4,9,WH05,REF7669
TXN000426,SP00125,2023-02-16,Issue,1,40,WH04,REF4829
TXN000427,SP00140,2023-02-16,Receipt,5,46,WH03,REF2663
TXN000428,SP00005,2023-02-16,Issue,5,9,WH02,REF5990
TXN000429,SP00159,2023-02-17,Issue,1,21,WH05,REF4333
TXN000430,SP00074,2023-02-17,Receipt,9,37,WH03,REF9854
TXN000431,SP00199,2023-02-17,Receipt,12,36,WH05,REF7942
TXN000432,SP00182,2023-02-17,Receipt,19,64,WH01,REF1016
TXN000433,SP00199,2023-02-17,Receipt,14,50,WH02,REF1008
TXN000434,SP00107,2023-02-17,Issue,4,7,WH03,REF5110
TXN000435,SP00094,2023-02-17,Receipt,17,22,WH03,REF4485
TXN000436,SP00078,2023-02-17,Issue,5,34,WH03,REF1745
TXN000437,SP00100,2023-02-17,Issue,5,8,WH05,REF2145
TXN000438,SP00198,2023-02-17,Issue,4,2,WH01,REF3288
TXN000439,SP00031,2023-02-17,Receipt,13,39,WH04,REF4454
TXN000440,SP00093,2023-02-17,Issue,3,49,WH03,REF5282
TXN000441,SP00107,2023-02-18,Receipt,13,20,WH02,REF6269
TXN000442,SP00007,2023-02-18,Issue,4,28,WH05,REF6381
TXN000443,SP00154,2023-02-18,Issue,2,1,WH01,REF8807
TXN000444,SP00078,2023-02-18,Issue,1,33,WH02,REF7769
TXN000445,SP00035,2023-02-18,Issue,4,12,WH04,REF9816
TXN000446,SP00014,2023-02-18,Issue,1,8,WH05,REF1507
TXN000447,SP00125,2023-02-18,Receipt,19,59,WH01,REF6783
TXN000448,SP00092,2023-02-18,Receipt,17,40,WH05,REF6864
TXN000449,SP00148,2023-02-18,Issue,1,11,WH01,REF8580
TXN000450,SP00069,2023-02-18,Issue,2,33,WH04,REF1153
TXN000451,SP00064,2023-02-18,Issue,1,22,WH03,REF6862
TXN000452,SP00191,2023-02-18,Issue,5,15,WH03,REF4623
TXN000453,SP00151,2023-02-18,Issue,4,0,WH03,REF1602
TXN000454,SP00054,2023-02-18,Issue,5,0,WH02,REF1116
TXN000455,SP00162,2023-02-18,Issue,4,20,WH01,REF5544
TXN000456,SP00142,2023-02-19,Issue,2,38,WH05,REF4174
TXN000457,SP00007,2023-02-19,Issue,5,23,WH05,REF3875
TXN000458,SP00055,2023-02-19,Issue,2,41,WH01,REF3087
TXN000459,SP00124,2023-02-19,Issue,5,30,WH02,REF9570
TXN000460,SP00092,2023-02-19,Receipt,13,53,WH02,REF1378
TXN000461,SP00062,2023-02-19,Receipt,13,37,WH05,REF8437
TXN000462,SP00123,2023-02-19,Issue,4,83,WH01,REF6292
TXN000463,SP00023,2023-02-19,Issue,4,18,WH03,REF2994
TXN000464,SP00193,2023-02-19,Issue,4,0,WH04,REF6922
TXN000465,SP00162,2023-02-19,Issue,1,19,WH02,REF1769
TXN000466,SP00176,2023-02-19,Issue,4,0,WH05,REF8354
TXN000467,SP00109,2023-02-19,Issue,4,2,WH02,REF6483
TXN000468,SP00180,2023-02-20,Receipt,5,21,WH02,REF7943
TXN000469,SP00048,2023-02-20,Receipt,12,22,WH02,REF3694
TXN000470,SP00146,2023-02-20,Issue,1,7,WH01,REF1456
TXN000471,SP00039,2023-02-20,Issue,1,15,WH05,REF6477
TXN000472,SP00156,2023-02-21,Issue,4,26,WH02,REF6583
TXN000473,SP00109,2023-02-21,Receipt,15,17,WH05,REF4878
TXN000474,SP00082,2023-02-21,Receipt,19,35,WH01,REF8314
TXN000475,SP00053,2023-02-21,Issue,1,41,WH01,REF1546
TXN000476,SP00182,2023-02-21,Issue,1,63,WH02,REF2015
TXN000477,SP00134,2023-02-21,Receipt,19,30,WH01,REF5939
TXN000478,SP00169,2023-02-21,Issue,4,1,WH01,REF2668
TXN000479,SP00082,2023-02-22,Issue,1,34,WH03,REF7249
TXN000480,SP00188,2023-02-22,Issue,5,0,WH04,REF4819
TXN000481,SP00157,2023-02-22,Receipt,5,30,WH04,REF7290
TXN000482,SP00174,2023-02-22,Issue,4,41,WH05,REF2659
TXN000483,SP00122,2023-02-22,Issue,1,9,WH04,REF9474
TXN000484,SP00074,2023-02-22,Issue,2,35,WH01,REF2682
TXN000485,SP00039,2023-02-22,Issue,1,14,WH05,REF4172
TXN000486,SP00146,2023-02-22,Receipt,9,16,WH05,REF5198
TXN000487,SP00088,2023-02-22,Issue,4,26,WH05,REF8284
TXN000488,SP00121,2023-02-22,Issue,2,5,WH01,REF1991
TXN000489,SP00178,2023-02-22,Issue,5,11,WH04,REF9407
TXN000490,SP00005,2023-02-22,Receipt,16,25,WH03,REF9866
TXN000491,SP00181,2023-02-22,Receipt,9,37,WH04,REF6057
TXN000492,SP00081,2023-02-23,Issue,3,20,WH01,REF9481
TXN000493,SP00107,2023-02-23,Issue,2,18,WH01,REF4889
TXN000494,SP00135,2023-02-23,Issue,5,14,WH01,REF7915
TXN000495,SP00126,2023-02-23,Issue,2,11,WH02,REF2120
TXN000496,SP00002,2023-02-23,Issue,4,5,WH04,REF6425
TXN000497,SP00070,2023-02-23,Receipt,15,46,WH05,REF5909
TXN000498,SP00186,2023-02-23,Issue,2,10,WH01,REF8443
TXN000499,SP00180,2023-02-23,Receipt,6,27,WH04,REF4594
TXN000500,SP00026,2023-02-23,Receipt,12,28,WH02,REF8643
TXN000501,SP00154,2023-02-23,Issue,2,0,WH04,REF6431
TXN000502,SP00049,2023-02-23,Receipt,17,52,WH02,REF7558
TXN000503,SP00040,2023-02-23,Issue,1,8,WH03,REF1162
TXN000504,SP00023,2023-02-24,Issue,5,13,WH01,REF3333
TXN000505,SP00052,2023-02-24,Issue,2,60,WH05,REF6896
TXN000506,SP00015,2023-02-24,Issue,1,16,WH02,REF4241
TXN000507,SP00180,2023-02-24,Issue,2,25,WH03,REF3855
TXN000508,SP00045,2023-02-25,Receipt,12,29,WH02,REF4211
TXN000509,SP00091,2023-02-25,Issue,3,77,WH01,REF1343
TXN000510,SP00031,2023-02-25,Receipt,9,48,WH04,REF2818
TXN000511,SP00065,2023-02-25,Issue,2,15,WH03,REF8474
TXN000512,SP00052,2023-02-25,Issue,3,57,WH02,REF9633
TXN000513,SP00017,2023-02-25,Receipt,18,42,WH01,REF2941
TXN000514,SP00037,2023-02-25,Issue,2,36,WH02,REF4140
TXN000515,SP00195,2023-02-25,Issue,3,16,WH03,REF8037
TXN000516,SP00089,2023-02-26,Issue,1,8,WH05,REF4098
TXN000517,SP00185,2023-02-26,Receipt,14,37,WH02,REF6368
TXN000518,SP00067,2023-02-26,Issue,3,51,WH02,REF9327
TXN000519,SP00198,2023-02-26,Receipt,20,22,WH02,REF2333
TXN000520,SP00061,2023-02-26,Receipt,7,22,WH02,REF9333
TXN000521,SP00054,2023-02-26,Issue,5,0,WH03,REF9168
TXN000522,SP00177,2023-02-26,Issue,2,45,WH03,REF7125
TXN000523,SP00055,2023-02-26,Issue,4,37,WH04,REF8762
TXN000524,SP00183,2023-02-26,Issue,4,18,WH05,REF1599
TXN000525,SP00180,2023-02-26,Issue,2,23,WH04,REF4840
TXN000526,SP00135,2023-02-26,Issue,3,11,WH04,REF7178
TXN000527,SP00153,2023-02-26,Issue,3,19,WH03,REF2388
TXN000528,SP00139,2023-02-26,Issue,1,32,WH03,REF8282
TXN000529,SP00063,2023-02-27,Issue,5,36,WH01,REF8622
TXN000530,SP00146,2023-02-27,Issue,3,13,WH04,REF8391
TXN000531,SP00008,2023-02-27,Issue,4,10,WH03,REF9151
TXN000532,SP00038,2023-02-27,Issue,4,31,WH01,REF3942
TXN000533,SP00048,2023-02-27,Issue,3,19,WH01,REF6883
TXN000534,SP00151,2023-02-27,Receipt,14,14,WH05,REF9401
TXN000535,SP00039,2023-02-27,Issue,1,13,WH03,REF4731
TXN000536,SP00047,2023-02-27,Issue,1,1,WH03,REF1627
TXN000537,SP00130,2023-02-27,Issue,3,17,WH02,REF6394
TXN000538,SP00195,2023-02-27,Issue,3,13,WH02,REF3258
TXN000539,SP00067,2023-02-27,Receipt,13,64,WH01,REF5906
TXN000540,SP00084,2023-02-28,Receipt,17,58,WH04,REF1194
TXN000541,SP00128,2023-02-28,Issue,5,60,WH02,REF7512
TXN000542,SP00024,2023-02-28,Issue,2,8,WH04,REF4829
TXN000543,SP00017,2023-02-28,Issue,5,37,WH04,REF8559
TXN000544,SP00076,2023-02-28,Issue,1,0,WH03,REF4077
TXN000545,SP00057,2023-02-28,Issue,4,58,WH02,REF8187
TXN000546,SP00129,2023-02-28,Issue,5,0,WH01,REF7139
TXN000547,SP00068,2023-03-01,Issue,2,0,WH03,REF1158
TXN000548,SP00166,2023-03-01,Issue,3,78,WH03,REF4694
TXN000549,SP00105,2023-03-01,Issue,4,3,WH05,REF5909
TXN000550,SP00143,2023-03-01,Issue,1,36,WH05,REF1527
TXN000551,SP00003,2023-03-01,Receipt,9,41,WH03,REF7404
TXN000552,SP00020,2023-03-02,Issue,4,42,WH01,REF9757
TXN000553,SP00099,2023-03-02,Issue,4,0,WH01,REF6387
TXN000554,SP00104,2023-03-02,Issue,4,63,WH03,REF2527
TXN000555,SP00089,2023-03-02,Issue,5,3,WH02,REF1525
TXN000556,SP00138,2023-03-02,Receipt,20,23,WH01,REF4058
TXN000557,SP00181,2023-03-02,Issue,4,33,WH03,REF4373
TXN000558,SP00130,2023-03-02,Issue,5,12,WH01,REF8449
TXN000559,SP00026,2023-03-02,Issue,5,23,WH01,REF3815
TXN000560,SP00181,2023-03-02,Issue,4,29,WH04,REF3572
TXN000561,SP00017,2023-03-03,Issue,4,33,WH04,REF2126
TXN000562,SP00160,2023-03-03,Issue,2,6,WH02,REF4369
TXN000563,SP00137,2023-03-03,Issue,4,3,WH02,REF6084
TXN000564,SP00186,2023-03-03,Issue,5,5,WH04,REF5512
TXN000565,SP00088,2023-03-04,Issue,2,24,WH04,REF2048
TXN000566,SP00127,2023-03-04,Receipt,12,53,WH05,REF6388
TXN000567,SP00038,2023-03-04,Receipt,20,51,WH04,REF8580
TXN000568,SP00195,2023-03-04,Issue,1,12,WH03,REF8476
TXN000569,SP00065,2023-03-04,Issue,3,12,WH04,REF3869
TXN000570,SP00131,2023-03-04,Issue,2,71,WH05,REF8079
TXN000571,SP00073,2023-03-05,Issue,2,52,WH05,REF2565
TXN000572,SP00170,2023-03-05,Issue,1,75,WH02,REF3587
TXN000573,SP00150,2023-03-05,Issue,5,68,WH03,REF2093
TXN000574,SP00114,2023-03-05,Issue,2,3,WH04,REF7738
TXN000575,SP00089,2023-03-05,Receipt,8,11,WH03,REF2253
TXN000576,SP00173,2023-03-05,Receipt,15,17,WH04,REF8388
TXN000577,SP00078,2023-03-05,Issue,2,31,WH05,REF1731
TXN000578,SP00011,2023-03-05,Issue,1,23,WH04,REF7244
TXN000579,SP00043,2023-03-05,Issue,4,9,WH02,REF7499
TXN000580,SP00073,2023-03-05,Issue,3,49,WH01,REF3236
TXN000581,SP00200,2023-03-06,Issue,4,7,WH04,REF8558
TXN000582,SP00066,2023-03-06,Issue,5,43,WH02,REF8171
TXN000583,SP00003,2023-03-06,Issue,3,38,WH02,REF3794
TXN000584,SP00157,2023-03-06,Receipt,8,38,WH02,REF5819
TXN000585,SP00160,2023-03-06,Issue,4,2,WH02,REF2271
TXN000586,SP00027,2023-03-06,Issue,1,16,WH03,REF3514
TXN000587,SP00034,2023-03-06,Issue,2,19,WH02,REF1564
TXN000588,SP00053,2023-03-06,Receipt,11,52,WH04,REF1782
TXN000589,SP00100,2023-03-07,Receipt,8,16,WH04,REF6051
TXN000590,SP00009,2023-03-07,Issue,5,20,WH01,REF1797
TXN000591,SP00145,2023-03-07,Receipt,11,69,WH02,REF7138
TXN000592,SP00158,2023-03-07,Receipt,11,55,WH01,REF1262
TXN000593,SP00014,2023-03-07,Issue,1,7,WH03,REF4148
TXN000594,SP00022,2023-03-07,Issue,1,30,WH02,REF2582
TXN000595,SP00009,2023-03-07,Receipt,10,30,WH02,REF1721
TXN000596,SP00060,2023-03-07,Issue,1,0,WH03,REF6286
TXN000597,SP00173,2023-03-07,Issue,2,15,WH05,REF4393
TXN000598,SP00096,2023-03-07,Receipt,17,25,WH04,REF2979
TXN000599,SP00147,2023-03-07,Issue,1,10,WH03,REF6298
TXN000600,SP00164,2023-03-07,Issue,4,10,WH03,REF1196
TXN000601,SP00197,2023-03-07,Issue,4,27,WH02,REF2081
TXN000602,SP00096,2023-03-08,Receipt,16,41,WH01,REF2103
TXN000603,SP00061,2023-03-08,Receipt,18,40,WH03,REF9185
TXN000604,SP00019,2023-03-08,Receipt,8,20,WH05,REF3809
TXN000605,SP00067,2023-03-08,Issue,1,63,WH05,REF6314
TXN000606,SP00002,2023-03-08,Receipt,17,22,WH02,REF6440
TXN000607,SP00064,2023-03-08,Issue,3,19,WH04,REF2106
TXN000608,SP00016,2023-03-08,Issue,5,0,WH05,REF8354
TXN000609,SP00035,2023-03-08,Issue,2,10,WH05,REF1217
TXN000610,SP00110,2023-03-08,Issue,5,60,WH01,REF6060
TXN000611,SP00173,2023-03-08,Issue,4,11,WH02,REF2300
TXN000612,SP00092,2023-03-08,Issue,3,50,WH04,REF5859
TXN000613,SP00088,2023-03-08,Issue,4,20,WH02,REF1621
TXN000614,SP00042,2023-03-08,Issue,5,38,WH04,REF6385
TXN000615,SP00103,2023-03-09,Issue,1,10,WH05,REF7797
TXN000616,SP00095,2023-03-09,Issue,3,20,WH01,REF4752
TXN000617,SP00125,2023-03-09,Receipt,15,74,WH03,REF4969
TXN000618,SP00146,2023-03-09,Issue,1,12,WH02,REF4644
TXN000619,SP00057,2023-03-09,Issue,4,54,WH05,REF6269
TXN000620,SP00048,2023-03-10,Issue,1,18,WH01,REF9055
TXN000621,SP00185,2023-03-10,Issue,2,35,WH01,REF3318
TXN000622,SP00186,2023-03-10,Receipt,9,14,WH01,REF3845
TXN000623,SP00171,2023-03-10,Issue,2,8,WH02,REF9313
TXN000624,SP00140,2023-03-10,Issue,4,42,WH03,REF3689
TXN000625,SP00132,2023-03-11,Issue,4,23,WH02,REF5079
TXN000626,SP00100,2023-03-11,Issue,5,11,WH04,REF4299
TXN000627,SP00141,2023-03-11,Issue,4,25,WH01,REF6891
TXN000628,SP00113,2023-03-11,Issue,2,6,WH04,REF8231
TXN000629,SP00097,2023-03-11,Issue,5,9,WH04,REF3553
TXN000630,SP00009,2023-03-11,Receipt,20,50,WH01,REF7249
TXN000631,SP00128,2023-03-11,Issue,1,59,WH03,REF9801
TXN000632,SP00162,2023-03-11,Issue,2,17,WH03,REF7233
TXN000633,SP00165,2023-03-11,Issue,4,9,WH03,REF7146
TXN000634,SP00067,2023-03-11,Issue,4,59,WH01,REF6459
TXN000635,SP00155,2023-03-11,Issue,4,6,WH02,REF3535
TXN000636,SP00097,2023-03-11,Receipt,5,14,WH01,REF9203
TXN000637,SP00078,2023-03-11,Receipt,16,47,WH04,REF7628
TXN000638,SP00114,2023-03-11,Receipt,17,20,WH03,REF7292
TXN000639,SP00185,2023-03-12,Issue,5,30,WH01,REF7697
TXN000640,SP00170,2023-03-12,Receipt,8,83,WH04,REF3660
TXN000641,SP00111,2023-03-12,Issue,4,3,WH03,REF6711
TXN000642,SP00033,2023-03-12,Issue,4,59,WH03,REF1945
TXN000643,SP00030,2023-03-12,Issue,4,18,WH02,REF4970
TXN000644,SP00072,2023-03-12,Issue,3,50,WH01,REF3422
TXN000645,SP00149,2023-03-12,Issue,4,0,WH02,REF5166
TXN000646,SP00068,2023-03-12,Issue,5,0,WH02,REF1202
TXN000647,SP00064,2023-03-12,Issue,1,18,WH04,REF7515
TXN000648,SP00139,2023-03-12,Receipt,7,39,WH05,REF4093
TXN000649,SP00054,2023-03-13,Issue,4,0,WH03,REF5951
TXN000650,SP00145,2023-03-13,Issue,5,64,WH04,REF6045
TXN000651,SP00075,2023-03-13,Receipt,7,46,WH01,REF6642
TXN000652,SP00062,2023-03-13,Receipt,13,50,WH02,REF7520
TXN000653,SP00137,2023-03-13,Issue,1,2,WH02,REF9056
TXN000654,SP00131,2023-03-13,Issue,1,70,WH04,REF9600
TXN000655,SP00160,2023-03-13,Issue,3,0,WH04,REF3795
TXN000656,SP00045,2023-03-13,Issue,2,27,WH02,REF4244
TXN000657,SP00114,2023-03-13,Issue,5,15,WH01,REF8383
TXN000658,SP00003,2023-03-14,Receipt,10,48,WH02,REF1966
TXN000659,SP00083,2023-03-14,Receipt,11,40,WH03,REF7697
TXN000660,SP00114,2023-03-14,Issue,5,10,WH01,REF3721
TXN000661,SP00095,2023-03-14,Issue,1,19,WH04,REF3042
TXN000662,SP00057,2023-03-14,Issue,3,51,WH01,REF4846
TXN000663,SP00185,2023-03-14,Issue,1,29,WH01,REF2000
TXN000664,SP00118,2023-03-14,Issue,1,0,WH05,REF1685
TXN000665,SP00113,2023-03-14,Issue,5,1,WH01,REF7154
TXN000666,SP00057,2023-03-14,Issue,3,48,WH04,REF8753
TXN000667,SP00021,2023-03-14,Receipt,18,46,WH03,REF7074
TXN000668,SP00158,2023-03-14,Issue,3,52,WH03,REF4925
TXN000669,SP00169,2023-03-14,Receipt,17,18,WH04,REF1937
TXN000670,SP00008,2023-03-15,Receipt,8,18,WH01,REF8486
TXN000671,SP00126,2023-03-15,Receipt,17,28,WH02,REF1420
TXN000672,SP00179,2023-03-15,Issue,5,12,WH03,REF5072
TXN000673,SP00143,2023-03-15,Issue,5,31,WH04,REF9436
TXN000674,SP00075,2023-03-15,Issue,2,44,WH01,REF6278
TXN000675,SP00128,2023-03-15,Issue,3,56,WH01,REF6333
TXN000676,SP00120,2023-03-15,Issue,2,44,WH05,REF8938
TXN000677,SP00059,2023-03-15,Issue,5,14,WH01,REF6707
TXN000678,SP00107,2023-03-16,Receipt,20,38,WH01,REF7305
TXN000679,SP00016,2023-03-16,Issue,2,0,WH02,REF9520
TXN000680,SP00181,2023-03-16,Receipt,6,35,WH02,REF9158
TXN000681,SP00063,2023-03-16,Receipt,14,50,WH05,REF8648
TXN000682,SP00066,2023-03-16,Issue,4,39,WH01,REF8899
TXN000683,SP00168,2023-03-16,Issue,2,9,WH02,REF4467
TXN000684,SP00093,2023-03-16,Issue,1,48,WH01,REF8125
TXN000685,SP00140,2023-03-16,Receipt,5,47,WH02,REF6349
TXN000686,SP00168,2023-03-16,Receipt,13,22,WH02,REF5220
TXN000687,SP00043,2023-03-17,Issue,1,8,WH02,REF9757
TXN000688,SP00199,2023-03-17,Issue,4,46,WH01,REF6452
TXN000689,SP00077,2023-03-17,Receipt,7,39,WH03,REF7176
TXN000690,SP00010,2023-03-17,Receipt,17,104,WH05,REF8159
TXN000691,SP00035,2023-03-17,Receipt,12,22,WH03,REF2895
TXN000692,SP00047,2023-03-17,Issue,1,0,WH01,REF6574
TXN000693,SP00165,2023-03-17,Receipt,11,20,WH01,REF7025
TXN000694,SP00140,2023-03-17,Issue,3,44,WH04,REF1027
TXN000695,SP00120,2023-03-17,Issue,5,39,WH05,REF4110
TXN000696,SP00168,2023-03-17,Receipt,18,40,WH03,REF6980
TXN000697,SP00003,2023-03-17,Receipt,9,57,WH05,REF4639
TXN000698,SP00122,2023-03-17,Issue,1,8,WH05,REF8546
TXN000699,SP00182,2023-03-17,Issue,3,60,WH02,REF9189
TXN000700,SP00040,2023-03-18,Issue,5,3,WH03,REF3389
TXN000701,SP00024,2023-03-18,Receipt,6,14,WH05,REF6245
TXN000702,SP00139,2023-03-18,Issue,1,38,WH03,REF8836
TXN000703,SP00153,2023-03-18,Issue,2,17,WH04,REF5775
TXN000704,SP00082,2023-03-18,Receipt,17,51,WH01,REF6458
TXN000705,SP00044,2023-03-18,Issue,2,45,WH02,REF1861
TXN000706,SP00179,2023-03-18,Receipt,10,22,WH04,REF7419
TXN000707,SP00109,2023-03-18,Issue,2,15,WH01,REF9977
TXN000708,SP00023,2023-03-18,Issue,4,9,WH04,REF6706
TXN000709,SP00040,2023-03-18,Receipt,17,20,WH01,REF9648
TXN000710,SP00142,2023-03-18,Receipt,14,52,WH02,REF9978
TXN000711,SP00071,2023-03-18,Issue,2,79,WH03,REF1886
TXN000712,SP00182,2023-03-18,Receipt,14,74,WH04,REF3681
TXN000713,SP00174,2023-03-19,Issue,4,37,WH03,REF3372
TXN000714,SP00198,2023-03-19,Issue,2,20,WH01,REF6934
TXN000715,SP00003,2023-03-19,Receipt,8,65,WH02,REF7169
TXN000716,SP00094,2023-03-19,Receipt,18,40,WH02,REF1922
TXN000717,SP00172,2023-03-19,Issue,4,0,WH02,REF1859
TXN000718,SP00149,2023-03-19,Issue,5,0,WH03,REF8107
TXN000719,SP00080,2023-03-19,Receipt,17,49,WH02,REF1556
TXN000720,SP00079,2023-03-19,Issue,4,56,WH04,REF5959
TXN000721,SP00160,2023-03-19,Issue,2,0,WH04,REF2468
TXN000722,SP00145,2023-03-19,Receipt,17,81,WH03,REF8292
TXN000723,SP00069,2023-03-19,Issue,1,32,WH01,REF2353
TXN000724,SP00061,2023-03-19,Issue,5,35,WH02,REF1377
TXN000725,SP00192,2023-03-20,Issue,5,21,WH04,REF5484
TXN000726,SP00199,2023-03-20,Issue,1,45,WH05,REF3967
TXN000727,SP00047,2023-03-20,Issue,4,0,WH03,REF3051
TXN000728,SP00024,2023-03-20,Issue,1,13,WH05,REF4029
TXN000729,SP00075,2023-03-20,Issue,1,43,WH04,REF9788
TXN000730,SP00058,2023-03-20,Receipt,20,25,WH01,REF9501
TXN000731,SP00150,2023-03-20,Receipt,8,76,WH02,REF2922
TXN000732,SP00150,2023-03-20,Issue,5,71,WH02,REF1087
TXN000733,SP00055,2023-03-20,Issue,3,34,WH01,REF1641
TXN000734,SP00185,2023-03-20,Issue,2,27,WH02,REF2438
TXN000735,SP00175,2023-03-20,Issue,1,9,WH01,REF3043
TXN000736,SP00018,2023-03-20,Issue,3,10,WH05,REF3811
TXN000737,SP00023,2023-03-21,Receipt,5,14,WH02,REF5925
TXN000738,SP00088,2023-03-21,Issue,5,15,WH03,REF9750
TXN000739,SP00085,2023-03-21,Issue,5,30,WH04,REF6127
TXN000740,SP00006,2023-03-21,Issue,3,25,WH05,REF9818
TXN000741,SP00157,2023-03-21,Issue,1,37,WH01,REF4884
TXN000742,SP00124,2023-03-21,Issue,2,28,WH03,REF4526
TXN000743,SP00075,2023-03-21,Receipt,11,54,WH05,REF6882
TXN000744,SP00136,2023-03-21,Issue,5,21,WH04,REF2218
TXN000745,SP00167,2023-03-21,Issue,3,2,WH04,REF3675
TXN000746,SP00057,2023-03-22,Issue,3,45,WH04,REF3346
TXN000747,SP00025,2023-03-22,Issue,1,29,WH03,REF4156
TXN000748,SP00118,2023-03-22,Receipt,10,10,WH04,REF3514
TXN000749,SP00144,2023-03-22,Issue,4,10,WH04,REF1424
TXN000750,SP00054,2023-03-22,Receipt,12,12,WH01,REF5425
TXN000751,SP00135,2023-03-22,Issue,1,10,WH05,REF7664
TXN000752,SP00047,2023-03-22,Issue,1,0,WH03,REF6464
TXN000753,SP00052,2023-03-22,Receipt,9,66,WH02,REF5483
TXN000754,SP00169,2023-03-22,Issue,4,14,WH02,REF7203
TXN000755,SP00016,2023-03-23,Receipt,8,8,WH02,REF9625
TXN000756,SP00030,2023-03-23,Receipt,14,32,WH05,REF9021
TXN000757,SP00067,2023-03-23,Issue,3,56,WH05,REF5620
TXN000758,SP00108,2023-03-23,Issue,5,0,WH01,REF1785
TXN000759,SP00014,2023-03-24,Issue,4,3,WH02,REF6655
TXN000760,SP00033,2023-03-24,Receipt,17,76,WH04,REF3090
TXN000761,SP00001,2023-03-24,Issue,5,51,WH02,REF3070
TXN000762,SP00078,2023-03-24,Issue,5,42,WH03,REF1866
TXN000763,SP00163,2023-03-24,Receipt,16,25,WH02,REF7852
TXN000764,SP00101,2023-03-25,Issue,4,55,WH03,REF8678
TXN000765,SP00072,2023-03-25,Issue,3,47,WH04,REF9529
TXN000766,SP00092,2023-03-25,Receipt,12,62,WH03,REF2424
TXN000767,SP00126,2023-03-25,Receipt,18,46,WH03,REF2476
TXN000768,SP00003,2023-03-25,Issue,1,64,WH02,REF2534
TXN000769,SP00010,2023-03-25,Issue,1,103,WH01,REF5683
TXN000770,SP00190,2023-03-25,Issue,4,7,WH01,REF7946
TXN000771,SP00001,2023-03-25,Issue,2,49,WH04,REF9156
TXN000772,SP00002,2023-03-25,Issue,5,17,WH01,REF7643
TXN000773,SP00005,2023-03-25,Issue,2,23,WH01,REF7962
TXN000774,SP00125,2023-03-25,Receipt,16,90,WH02,REF9652
TXN000775,SP00111,2023-03-25,Issue,1,2,WH05,REF8350
TXN000776,SP00130,2023-03-25,Receipt,12,24,WH02,REF2230
TXN000777,SP00018,2023-03-25,Issue,2,8,WH05,REF6788
TXN000778,SP00057,2023-03-26,Issue,4,41,WH02,REF7115
TXN000779,SP00048,2023-03-26,Receipt,15,33,WH02,REF9832
TXN000780,SP00058,2023-03-26,Receipt,8,33,WH03,REF5901
TXN000781,SP00046,2023-03-27,Issue,2,19,WH01,REF7449
TXN000782,SP00081,2023-03-27,Issue,3,17,WH05,REF1580
TXN000783,SP00012,2023-03-27,Receipt,20,47,WH01,REF6828
TXN000784,SP00199,2023-03-27,Issue,4,41,WH03,REF5888
TXN000785,SP00169,2023-03-27,Issue,1,13,WH03,REF4050
TXN000786,SP00180,2023-03-27,Issue,1,22,WH01,REF8058
TXN000787,SP00187,2023-03-27,Issue,1,11,WH05,REF9426
TXN000788,SP00096,2023-03-27,Receipt,18,59,WH01,REF8985
TXN000789,SP00169,2023-03-27,Issue,3,10,WH02,REF8711
